cache_key,시설물 구분,시설물명,소재지 주소,행정동,lat,lon,geocode_status
장애인용 승강기␟(주)화인스텍␟서울 서초구 양재동 107-4␟양재1동,장애인용 승강기,(주)화인스텍,서울 서초구 양재동 107-4,양재1동,37.47635544,127.03634889,ok
장애인용 승강기␟363강남타워␟서울 서초구 서초동 1328-10␟서초2동,장애인용 승강기,363강남타워,서울 서초구 서초동 1328-10,서초2동,37.49510444,127.02844493,ok
장애인용 승강기␟511타워␟서울 서초구 서초동 1338-11␟서초2동,장애인용 승강기,511타워,서울 서초구 서초동 1338-11,서초2동,37.49126869,127.03019062,ok
장애인용 승강기␟BNK디지털타워␟서울 서초구 서초동 1321-11␟서초2동,장애인용 승강기,BNK디지털타워,서울 서초구 서초동 1321-11,서초2동,37.49663780,127.02513315,ok
장애인용 승강기␟EWR빌딩␟서울 서초구 서초동 1330-8␟서초2동,장애인용 승강기,EWR빌딩,서울 서초구 서초동 1330-8,서초2동,37.49273058,127.02834283,ok
장애인용 승강기␟KB골든라이프케어서초빌리지␟서울 서초구 우면동 700␟양재1동,장애인용 승강기,KB골든라이프케어서초빌리지,서울 서초구 우면동 700,양재1동,37.46513641,127.02072512,ok
장애인용 승강기␟LH서초3단지␟서울 서초구 우면동 784␟양재1동,장애인용 승강기,LH서초3단지,서울 서초구 우면동 784,양재1동,37.45864320,127.02211221,ok
장애인용 승강기␟LH서초4단지␟서울 서초구 우면동 788␟양재1동,장애인용 승강기,LH서초4단지,서울 서초구 우면동 788,양재1동,37.45846170,127.02365486,ok
장애인용 승강기␟M11빌딩␟서울 서초구 서초동 1360-31␟서초2동,장애인용 승강기,M11빌딩,서울 서초구 서초동 1360-31,서초2동,37.48642543,127.03216557,ok
장애인용 승강기␟PSA서초어학학원␟서울 서초구 서초동 1343-14␟서초2동,장애인용 승강기,PSA서초어학학원,서울 서초구 서초동 1343-14,서초2동,37.48754736,127.02636009,ok
장애인용 승강기␟SPC1945␟서울 서초구 양재동 11-149␟양재1동,장애인용 승강기,SPC1945,서울 서초구 양재동 11-149,양재1동,37.48447152,127.03732101,ok
장애인용 승강기␟The Asset␟서울 서초구 서초동 1321-20␟서초2동,장애인용 승강기,The Asset,서울 서초구 서초동 1321-20,서초2동,37.49602527,127.02607969,ok
장애인용 승강기␟가람빌딩␟서울 서초구 양재동 2-14␟양재1동,장애인용 승강기,가람빌딩,서울 서초구 양재동 2-14,양재1동,37.48476108,127.04012905,ok
장애인용 승강기␟강남메인타워␟서울 서초구 서초동 1357-66␟서초2동,장애인용 승강기,강남메인타워,서울 서초구 서초동 1357-66,서초2동,37.48789250,127.03200530,ok
장애인용 승강기␟강남미래타워␟서울 서초구 서초동 1337␟서초2동,장애인용 승강기,강남미래타워,서울 서초구 서초동 1337,서초2동,37.49240605,127.02864926,ok
장애인용 승강기␟강남삼부르네상스시티␟서울 서초구 서초동 1339-4␟서초2동,장애인용 승강기,강남삼부르네상스시티,서울 서초구 서초동 1339-4,서초2동,37.48954275,127.03040771,ok
장애인용 승강기␟강남아르누보씨티2␟서울 서초구 서초동 1330-4␟서초2동,장애인용 승강기,강남아르누보씨티2,서울 서초구 서초동 1330-4,서초2동,37.49351578,127.02809276,ok
장애인용 승강기␟강남애니타워␟서울 서초구 서초동 1330-20␟서초2동,장애인용 승강기,강남애니타워,서울 서초구 서초동 1330-20,서초2동,37.49425142,127.02823337,ok
장애인용 승강기␟강남역 인앤인␟서울 서초구 서초동 1330-12␟서초2동,장애인용 승강기,강남역 인앤인,서울 서초구 서초동 1330-12,서초2동,37.49322334,127.02873630,ok
장애인용 승강기␟강남지웰타워␟서울 서초구 서초동 1327-13␟서초2동,장애인용 승강기,강남지웰타워,서울 서초구 서초동 1327-13,서초2동,37.49478799,127.02812208,ok
장애인용 승강기␟강남한화오벨리스크␟서울 서초구 서초동 1327-27␟서초2동,장애인용 승강기,강남한화오벨리스크,서울 서초구 서초동 1327-27,서초2동,37.49528735,127.02725707,ok
장애인용 승강기␟강남효성해링턴타워␟서울 서초구 서초동 1337-6␟서초2동,장애인용 승강기,강남효성해링턴타워,서울 서초구 서초동 1337-6,서초2동,37.49123527,127.02907556,ok
장애인용 승강기␟갤럭시타워␟서울 서초구 서초동 1330-10␟서초2동,장애인용 승강기,갤럭시타워,서울 서초구 서초동 1330-10,서초2동,37.49294656,127.02869447,ok
장애인용 승강기␟건영빌딩␟서울 서초구 양재동 15-7␟양재1동,장애인용 승강기,건영빌딩,서울 서초구 양재동 15-7,양재1동,37.48086820,127.03847673,ok
장애인용 승강기␟공간11차␟서울 서초구 양재동 4-5␟양재1동,장애인용 승강기,공간11차,서울 서초구 양재동 4-5,양재1동,37.48182939,127.04216656,ok
장애인용 승강기␟공간4차␟서울 서초구 양재동 19-8␟양재1동,장애인용 승강기,공간4차,서울 서초구 양재동 19-8,양재1동,37.48081280,127.04084431,ok
장애인용 승강기␟공간5차␟서울 서초구 양재동 19-18␟양재1동,장애인용 승강기,공간5차,서울 서초구 양재동 19-18,양재1동,37.48086746,127.04093965,ok
장애인용 승강기␟광영빌딩␟서울 서초구 양재동 16-6␟양재1동,장애인용 승강기,광영빌딩,서울 서초구 양재동 16-6,양재1동,37.48016483,127.03915055,ok
장애인용 승강기␟광정아파트␟서울 서초구 양재동 7-17␟양재1동,장애인용 승강기,광정아파트,서울 서초구 양재동 7-17,양재1동,37.48396605,127.04033553,ok
장애인용 승강기␟구보빌딩␟서울 서초구 양재동 84-5␟양재1동,장애인용 승강기,구보빌딩,서울 서초구 양재동 84-5,양재1동,37.48143147,127.04278094,ok
장애인용 승강기␟국립외교원␟서울 서초구 서초동 1376-2␟서초2동,장애인용 승강기,국립외교원,서울 서초구 서초동 1376-2,서초2동,37.48338331,127.03065418,ok
장애인용 승강기␟기쁜소식강남교회(IYF)␟서울 서초구 양재동 183␟양재1동,장애인용 승강기,기쁜소식강남교회(IYF),서울 서초구 양재동 183,양재1동,37.47676575,127.02777367,ok
장애인용 승강기␟길명오퍼스␟서울 서초구 양재동 9-38␟양재1동,장애인용 승강기,길명오퍼스,서울 서초구 양재동 9-38,양재1동,37.48251296,127.03966123,ok
장애인용 승강기␟남서울농업협동조합␟서울 서초구 양재동 5-10␟양재1동,장애인용 승강기,남서울농업협동조합,서울 서초구 양재동 5-10,양재1동,37.47982437,127.04066084,ok
장애인용 승강기␟남서울농협우면동지점␟서울 서초구 우면동 760␟양재1동,장애인용 승강기,남서울농협우면동지점,서울 서초구 우면동 760,양재1동,37.45724050,127.01593113,ok
장애인용 승강기␟남서울농협하나로마트␟서울 서초구 양재동 5-10␟양재1동,장애인용 승강기,남서울농협하나로마트,서울 서초구 양재동 5-10,양재1동,37.47982437,127.04066084,ok
장애인용 승강기␟네이처프라자␟서울 서초구 우면동 725␟양재1동,장애인용 승강기,네이처프라자,서울 서초구 우면동 725,양재1동,37.46404761,127.02502435,ok
장애인용 승강기␟네이처힐3단지␟서울 서초구 우면동 717␟양재1동,장애인용 승강기,네이처힐3단지,서울 서초구 우면동 717,양재1동,37.46409439,127.02811781,ok
장애인용 승강기␟네이처힐가든␟서울 서초구 우면동 701␟양재1동,장애인용 승강기,네이처힐가든,서울 서초구 우면동 701,양재1동,37.46455976,127.02073548,ok
장애인용 승강기␟뉴스카이빌딩␟서울 서초구 양재동 124␟양재1동,장애인용 승강기,뉴스카이빌딩,서울 서초구 양재동 124,양재1동,37.47642733,127.03754786,ok
장애인용 승강기␟다우월드아파트␟서울 서초구 서초동 1357-44␟서초2동,장애인용 승강기,다우월드아파트,서울 서초구 서초동 1357-44,서초2동,37.48798090,127.03128123,ok
장애인용 승강기␟단성빌딩␟서울 서초구 양재동 2-11␟양재1동,장애인용 승강기,단성빌딩,서울 서초구 양재동 2-11,양재1동,37.48468971,127.03962733,ok
장애인용 승강기␟대관빌딩␟서울 서초구 양재동 15-1␟양재1동,장애인용 승강기,대관빌딩,서울 서초구 양재동 15-1,양재1동,37.48153918,127.03761464,ok
장애인용 승강기␟대륭서초타워␟서울 서초구 서초동 1337-20␟서초2동,장애인용 승강기,대륭서초타워,서울 서초구 서초동 1337-20,서초2동,37.49205259,127.02973467,ok
장애인용 승강기␟대우디오빌프라임␟서울 서초구 서초동 1337-22␟서초2동,장애인용 승강기,대우디오빌프라임,서울 서초구 서초동 1337-22,서초2동,37.49157977,127.02997273,ok
장애인용 승강기␟더나빌딩␟서울 서초구 서초동 1360-38␟서초2동,장애인용 승강기,더나빌딩,서울 서초구 서초동 1360-38,서초2동,37.48611838,127.03213141,ok
장애인용 승강기␟도곡이스타빌␟서울 서초구 양재동 3-14␟양재1동,장애인용 승강기,도곡이스타빌,서울 서초구 양재동 3-14,양재1동,37.48289541,127.04206427,ok
장애인용 승강기␟도루코기술연구소␟서울 서초구 서초동 1354-2␟서초2동,장애인용 승강기,도루코기술연구소,서울 서초구 서초동 1354-2,서초2동,37.48413766,127.02873248,ok
장애인용 승강기␟동심빌딩␟서울 서초구 서초동 1362-16␟서초2동,장애인용 승강기,동심빌딩,서울 서초구 서초동 1362-16,서초2동,37.48502441,127.03266134,ok
장애인용 승강기␟동오빌딩␟서울 서초구 서초동 1337-4␟서초2동,장애인용 승강기,동오빌딩,서울 서초구 서초동 1337-4,서초2동,37.49145747,127.02904670,ok
장애인용 승강기␟래미안리더스원␟서울 서초구 서초동 1755␟서초2동,장애인용 승강기,래미안리더스원,서울 서초구 서초동 1755,서초2동,37.49090646,127.02809529,ok
장애인용 승강기␟래미안리더스원 상가␟서울 서초구 서초동 1755-1␟서초2동,장애인용 승강기,래미안리더스원 상가,서울 서초구 서초동 1755-1,서초2동,37.49180768,127.02718016,ok
장애인용 승강기␟래미안리더스원 어린이집␟서울 서초구 서초동 1755␟서초2동,장애인용 승강기,래미안리더스원 어린이집,서울 서초구 서초동 1755,서초2동,37.49090646,127.02809529,ok
장애인용 승강기␟래미안서초에스티지␟서울 서초구 서초동 1332-13␟서초2동,장애인용 승강기,래미안서초에스티지,서울 서초구 서초동 1332-13,서초2동,37.49281284,127.02516173,ok
장애인용 승강기␟래미안서초에스티지S␟서울 서초구 서초동 1754␟서초2동,장애인용 승강기,래미안서초에스티지S,서울 서초구 서초동 1754,서초2동,37.49300784,127.02710924,ok
장애인용 승강기␟롯데서초주택전시관␟서울 서초구 서초동 1322␟서초2동,장애인용 승강기,롯데서초주택전시관,서울 서초구 서초동 1322,서초2동,37.49628506,127.02289126,ok
장애인용 승강기␟롯데캐슬주피터␟서울 서초구 서초동 1359-50␟서초2동,장애인용 승강기,롯데캐슬주피터,서울 서초구 서초동 1359-50,서초2동,37.48666097,127.03039365,ok
장애인용 승강기␟르피에드인강남␟서울 서초구 서초동 1321-7␟서초2동,장애인용 승강기,르피에드인강남,서울 서초구 서초동 1321-7,서초2동,37.49567462,127.02516133,ok
장애인용 승강기␟릿157␟서울 서초구 서초동 1331-2␟서초2동,장애인용 승강기,릿157,서울 서초구 서초동 1331-2,서초2동,37.49240558,127.02683458,ok
장애인용 승강기␟미영아파트101동␟서울 서초구 양재동 6-29␟양재1동,장애인용 승강기,미영아파트101동,서울 서초구 양재동 6-29,양재1동,37.48204972,127.04130876,ok
장애인용 승강기␟미영아파트102동␟서울 서초구 양재동 6-29␟양재1동,장애인용 승강기,미영아파트102동,서울 서초구 양재동 6-29,양재1동,37.48204972,127.04130876,ok
장애인용 승강기␟바우뫼복지문화회관␟서울 서초구 우면동 68-1␟양재1동,장애인용 승강기,바우뫼복지문화회관,서울 서초구 우면동 68-1,양재1동,37.47175751,127.02688474,ok
장애인용 승강기␟벌떼교회␟서울 서초구 우면동 681␟양재1동,장애인용 승강기,벌떼교회,서울 서초구 우면동 681,양재1동,37.46600195,127.02605399,ok
장애인용 승강기␟범아빌딩␟서울 서초구 양재동 66-5␟양재1동,장애인용 승강기,범아빌딩,서울 서초구 양재동 66-5,양재1동,37.47880593,127.03747330,ok
장애인용 승강기␟보일빌딩␟서울 서초구 서초동 1359-35␟서초2동,장애인용 승강기,보일빌딩,서울 서초구 서초동 1359-35,서초2동,37.48645912,127.02943078,ok
장애인용 승강기␟브니엘빌딩␟서울 서초구 서초동 1362-9␟서초2동,장애인용 승강기,브니엘빌딩,서울 서초구 서초동 1362-9,서초2동,37.48578457,127.03241608,ok
장애인용 승강기␟비버리하임␟서울 서초구 양재동 5-12␟양재1동,장애인용 승강기,비버리하임,서울 서초구 양재동 5-12,양재1동,37.47970323,127.04024200,ok
장애인용 승강기␟산동빌딩␟서울 서초구 서초동 1363-6␟서초2동,장애인용 승강기,산동빌딩,서울 서초구 서초동 1363-6,서초2동,37.48500419,127.03214484,ok
장애인용 승강기␟삼삼칠빌딩␟서울 서초구 서초동 1329-10␟서초2동,장애인용 승강기,삼삼칠빌딩,서울 서초구 서초동 1329-10,서초2동,37.49308701,127.02949558,ok
장애인용 승강기␟삼성생명서초타워␟서울 서초구 서초동 1321-15␟서초2동,장애인용 승강기,삼성생명서초타워,서울 서초구 서초동 1321-15,서초2동,37.49674407,127.02578591,ok
장애인용 승강기␟삼성서초가든스위트␟서울 서초구 서초동 1326␟서초2동,장애인용 승강기,삼성서초가든스위트,서울 서초구 서초동 1326,서초2동,37.49413357,127.02624469,ok
장애인용 승강기␟삼성전자서초사옥␟서울 서초구 서초동 1320-10␟서초2동,장애인용 승강기,삼성전자서초사옥,서울 서초구 서초동 1320-10,서초2동,37.49670428,127.02684008,ok
장애인용 승강기␟삼성화재 서초사옥␟서울 서초구 서초동 1329␟서초2동,장애인용 승강기,삼성화재 서초사옥,서울 서초구 서초동 1329,서초2동,37.49435868,127.02880097,ok
장애인용 승강기␟서운중학교␟서울 서초구 서초동 1325-1␟서초2동,장애인용 승강기,서운중학교,서울 서초구 서초동 1325-1,서초2동,37.49375962,127.02473132,ok
장애인용 승강기␟서울가정행정법원청사␟서울 서초구 양재동 25-3␟양재1동,장애인용 승강기,서울가정행정법원청사,서울 서초구 양재동 25-3,양재1동,37.48125190,127.03631259,ok
장애인용 승강기␟서울서이초등학교␟서울 서초구 서초동 1334-2␟서초2동,장애인용 승강기,서울서이초등학교,서울 서초구 서초동 1334-2,서초2동,37.49121113,127.02595159,ok
장애인용 승강기␟서울양재초등학교␟서울 서초구 양재동 101␟양재1동,장애인용 승강기,서울양재초등학교,서울 서초구 양재동 101,양재1동,37.47385407,127.03196156,ok
장애인용 승강기␟서울어진유치원␟서울 서초구 우면동 731␟양재1동,장애인용 승강기,서울어진유치원,서울 서초구 우면동 731,양재1동,37.46179220,127.02497556,ok
장애인용 승강기␟서울외국어대학원␟서울 서초구 양재동 17-7␟양재1동,장애인용 승강기,서울외국어대학원,서울 서초구 양재동 17-7,양재1동,37.48129638,127.03894830,ok
장애인용 승강기␟서울우면초등학교␟서울 서초구 우면동 690␟양재1동,장애인용 승강기,서울우면초등학교,서울 서초구 우면동 690,양재1동,37.46451944,127.02384023,ok
장애인용 승강기␟서울우암초등학교␟서울 서초구 우면동 58␟양재1동,장애인용 승강기,서울우암초등학교,서울 서초구 우면동 58,양재1동,37.47195075,127.02450030,ok
장애인용 승강기␟서전빌딩␟서울 서초구 서초동 1330-9␟서초2동,장애인용 승강기,서전빌딩,서울 서초구 서초동 1330-9,서초2동,37.49279468,127.02855420,ok
장애인용 승강기␟서주빌딩␟서울 서초구 서초동 1357-21␟서초2동,장애인용 승강기,서주빌딩,서울 서초구 서초동 1357-21,서초2동,37.48815904,127.03087967,ok
장애인용 승강기␟서초 베스트원␟서울 서초구 서초동 1330-10␟서초2동,장애인용 승강기,서초 베스트원,서울 서초구 서초동 1330-10,서초2동,37.49294656,127.02869447,ok
장애인용 승강기␟서초2동주민센터␟서울 서초구 서초동 1332-6␟서초2동,장애인용 승강기,서초2동주민센터,서울 서초구 서초동 1332-6,서초2동,37.49207344,127.02492175,ok
장애인용 승강기␟서초구립 양재노인종합복지관␟서울 서초구 양재동 7-44␟양재1동,장애인용 승강기,서초구립 양재노인종합복지관,서울 서초구 양재동 7-44,양재1동,37.48304280,127.04084089,ok
장애인용 승강기␟서초구육아종합지원센터␟서울 서초구 서초동 1360-26␟서초2동,장애인용 승강기,서초구육아종합지원센터,서울 서초구 서초동 1360-26,서초2동,37.48642150,127.03137714,ok
장애인용 승강기␟서초구청␟서울 서초구 서초동 1376-3␟서초2동,장애인용 승강기,서초구청,서울 서초구 서초동 1376-3,서초2동,37.48364777,127.03262965,ok
장애인용 승강기␟서초그랑자이아파트␟서울 서초구 서초동 1757␟서초2동,장애인용 승강기,서초그랑자이아파트,서울 서초구 서초동 1757,서초2동,37.48893111,127.02605675,ok
장애인용 승강기␟서초그랑자이아파트상가␟서울 서초구 서초동 1757-1␟서초2동,장애인용 승강기,서초그랑자이아파트상가,서울 서초구 서초동 1757-1,서초2동,37.48877439,127.02779790,ok
장애인용 승강기␟서초네이처힐1단지␟서울 서초구 우면동 707␟양재1동,장애인용 승강기,서초네이처힐1단지,서울 서초구 우면동 707,양재1동,37.46360726,127.01993945,ok
장애인용 승강기␟서초네이처힐2단지␟서울 서초구 우면동 712␟양재1동,장애인용 승강기,서초네이처힐2단지,서울 서초구 우면동 712,양재1동,37.46280586,127.02170742,ok
장애인용 승강기␟서초네이처힐4단지␟서울 서초구 우면동 720␟양재1동,장애인용 승강기,서초네이처힐4단지,서울 서초구 우면동 720,양재1동,37.46363441,127.02623346,ok
장애인용 승강기␟서초네이처힐5단지␟서울 서초구 우면동 730␟양재1동,장애인용 승강기,서초네이처힐5단지,서울 서초구 우면동 730,양재1동,37.46251854,127.02482943,ok
장애인용 승강기␟서초네이처힐6단지␟서울 서초구 우면동 737␟양재1동,장애인용 승강기,서초네이처힐6단지,서울 서초구 우면동 737,양재1동,37.46144985,127.02649064,ok
장애인용 승강기␟서초네이처힐7단지␟서울 서초구 우면동 735␟양재1동,장애인용 승강기,서초네이처힐7단지,서울 서초구 우면동 735,양재1동,37.46181878,127.02321634,ok
장애인용 승강기␟서초노블레스아파트␟서울 서초구 서초동 1362-10␟서초2동,장애인용 승강기,서초노블레스아파트,서울 서초구 서초동 1362-10,서초2동,37.48562614,127.03251597,ok
장애인용 승강기␟서초동 1364-5␟서울 서초구 서초동 1364-5␟서초2동,장애인용 승강기,서초동 1364-5,서울 서초구 서초동 1364-5,서초2동,37.48519841,127.02985757,ok
장애인용 승강기␟서초동 도시형 생활주택␟서울 서초구 서초동 1363-25␟서초2동,장애인용 승강기,서초동 도시형 생활주택,서울 서초구 서초동 1363-25,서초2동,37.48571310,127.03212852,ok
장애인용 승강기␟서초동아␟서울 서초구 서초동 1321-6␟서초2동,장애인용 승강기,서초동아,서울 서초구 서초동 1321-6,서초2동,37.49601743,127.02527668,ok
장애인용 승강기␟서초동우정에쉐르␟서울 서초구 서초동 1355-24␟서초2동,장애인용 승강기,서초동우정에쉐르,서울 서초구 서초동 1355-24,서초2동,37.48466029,127.02855110,ok
장애인용 승강기␟서초동풍림아이원␟서울 서초구 서초동 1338-1␟서초2동,장애인용 승강기,서초동풍림아이원,서울 서초구 서초동 1338-1,서초2동,37.49041592,127.02970869,ok
장애인용 승강기␟서초두산베어스텔␟서울 서초구 서초동 1319-11␟서초2동,장애인용 승강기,서초두산베어스텔,서울 서초구 서초동 1319-11,서초2동,37.49678528,127.02764222,ok
장애인용 승강기␟서초디벨리움오피스텔␟서울 서초구 우면동 755␟양재1동,장애인용 승강기,서초디벨리움오피스텔,서울 서초구 우면동 755,양재1동,37.45677016,127.01537133,ok
장애인용 승강기␟서초디오빌␟서울 서초구 서초동 1337-22␟서초2동,장애인용 승강기,서초디오빌,서울 서초구 서초동 1337-22,서초2동,37.49157977,127.02997273,ok
장애인용 승강기␟서초래미안상가␟서울 서초구 서초동 1755-1␟서초2동,장애인용 승강기,서초래미안상가,서울 서초구 서초동 1755-1,서초2동,37.49180768,127.02718016,ok
장애인용 승강기␟서초리슈빌S␟서울 서초구 우면동 787␟양재1동,장애인용 승강기,서초리슈빌S,서울 서초구 우면동 787,양재1동,37.45974169,127.02447326,ok
장애인용 승강기␟서초리시본하우스␟서울 서초구 양재동 15-11␟양재1동,장애인용 승강기,서초리시본하우스,서울 서초구 양재동 15-11,양재1동,37.48109150,127.03865582,ok
장애인용 승강기␟서초미라쉘오피스텔␟서울 서초구 우면동 765␟양재1동,장애인용 승강기,서초미라쉘오피스텔,서울 서초구 우면동 765,양재1동,37.45647789,127.01592317,ok
장애인용 승강기␟서초벨라비스타␟서울 서초구 서초동 1348-7␟서초2동,장애인용 승강기,서초벨라비스타,서울 서초구 서초동 1348-7,서초2동,37.48648171,127.02609005,ok
장애인용 승강기␟서초벽산블루밍␟서울 서초구 서초동 1347-20␟서초2동,장애인용 승강기,서초벽산블루밍,서울 서초구 서초동 1347-20,서초2동,37.48581263,127.02603351,ok
장애인용 승강기␟서초블리스␟서울 서초구 서초동 1364-26␟서초2동,장애인용 승강기,서초블리스,서울 서초구 서초동 1364-26,서초2동,37.48578295,127.02999891,ok
장애인용 승강기␟서초삼성쉐르빌2␟서울 서초구 서초동 1330␟서초2동,장애인용 승강기,서초삼성쉐르빌2,서울 서초구 서초동 1330,서초2동,37.49396002,127.02788124,ok
장애인용 승강기␟서초스페이스다온␟서울 서초구 서초동 1339-2␟서초2동,장애인용 승강기,서초스페이스다온,서울 서초구 서초동 1339-2,서초2동,37.48931311,127.02994854,ok
장애인용 승강기␟서초신라STAY호텔␟서울 서초구 서초동 1339-1␟서초2동,장애인용 승강기,서초신라STAY호텔,서울 서초구 서초동 1339-1,서초2동,37.48945696,127.03012657,ok
장애인용 승강기␟서초신방빌딩␟서울 서초구 서초동 1366-18␟서초2동,장애인용 승강기,서초신방빌딩,서울 서초구 서초동 1366-18,서초2동,37.48458358,127.03218875,ok
장애인용 승강기␟서초애비뉴클래식오피스텔␟서울 서초구 우면동 759␟양재1동,장애인용 승강기,서초애비뉴클래식오피스텔,서울 서초구 우면동 759,양재1동,37.45720413,127.01568868,ok
장애인용 승강기␟서초유나이티드빌딩␟서울 서초구 양재동 17-9␟양재1동,장애인용 승강기,서초유나이티드빌딩,서울 서초구 양재동 17-9,양재1동,37.48095906,127.03915605,ok
장애인용 승강기␟서초유치원␟서울 서초구 우면동 774␟양재1동,장애인용 승강기,서초유치원,서울 서초구 우면동 774,양재1동,37.45702475,127.01931527,ok
장애인용 승강기␟서초이즈타워␟서울 서초구 서초동 1337-14␟서초2동,장애인용 승강기,서초이즈타워,서울 서초구 서초동 1337-14,서초2동,37.49213357,127.02910158,ok
장애인용 승강기␟서초일석빌딩␟서울 서초구 서초동 1344-21␟서초2동,장애인용 승강기,서초일석빌딩,서울 서초구 서초동 1344-21,서초2동,37.48730571,127.02794435,ok
장애인용 승강기␟서초자연인아파트 102동␟서울 서초구 서초동 1344-22␟서초2동,장애인용 승강기,서초자연인아파트 102동,서울 서초구 서초동 1344-22,서초2동,37.48724224,127.02773605,ok
장애인용 승강기␟서초참요양병원␟서울 서초구 우면동 791␟양재1동,장애인용 승강기,서초참요양병원,서울 서초구 우면동 791,양재1동,37.45976638,127.02535071,ok
장애인용 승강기␟서초청소년도서관␟서울 서초구 서초동 1336-1␟서초2동,장애인용 승강기,서초청소년도서관,서울 서초구 서초동 1336-1,서초2동,,,not_found
장애인용 승강기␟서초클레어␟서울 서초구 양재동 80␟양재1동,장애인용 승강기,서초클레어,서울 서초구 양재동 80,양재1동,37.47796473,127.03919168,ok
장애인용 승강기␟서초타운트라팰리스␟서울 서초구 서초동 1327␟서초2동,장애인용 승강기,서초타운트라팰리스,서울 서초구 서초동 1327,서초2동,37.49563031,127.02709311,ok
장애인용 승강기␟서초트라팰리스␟서울 서초구 서초동 1344-13␟서초2동,장애인용 승강기,서초트라팰리스,서울 서초구 서초동 1344-13,서초2동,37.48682257,127.02838220,ok
장애인용 승강기␟서초파라곤␟서울 서초구 서초동 1327-29␟서초2동,장애인용 승강기,서초파라곤,서울 서초구 서초동 1327-29,서초2동,37.49494286,127.02742137,ok
장애인용 승강기␟서초풍림아이원플러스␟서울 서초구 서초동 1338-1␟서초2동,장애인용 승강기,서초풍림아이원플러스,서울 서초구 서초동 1338-1,서초2동,37.49041592,127.02970869,ok
장애인용 승강기␟서초프레스티지아파트␟서울 서초구 서초동 1344-4␟서초2동,장애인용 승강기,서초프레스티지아파트,서울 서초구 서초동 1344-4,서초2동,37.48753951,127.02758476,ok
장애인용 승강기␟서초현대ESA아파트␟서울 서초구 서초동 1338␟서초2동,장애인용 승강기,서초현대ESA아파트,서울 서초구 서초동 1338,서초2동,37.49089477,127.02948544,ok
장애인용 승강기␟서초현대렉시온오피스텔␟서울 서초구 서초동 1338-20␟서초2동,장애인용 승강기,서초현대렉시온오피스텔,서울 서초구 서초동 1338-20,서초2동,37.49018142,127.03062824,ok
장애인용 승강기␟서초현대리츠빌␟서울 서초구 서초동 1359␟서초2동,장애인용 승강기,서초현대리츠빌,서울 서초구 서초동 1359,서초2동,37.48675289,127.02963974,ok
장애인용 승강기␟서초힐스␟서울 서초구 우면동 773␟양재1동,장애인용 승강기,서초힐스,서울 서초구 우면동 773,양재1동,37.45739976,127.01807085,ok
장애인용 승강기␟서초힐스아파트␟서울 서초구 우면동 773␟양재1동,장애인용 승강기,서초힐스아파트,서울 서초구 우면동 773,양재1동,37.45739976,127.01807085,ok
장애인용 승강기␟선인빌딩␟서울 서초구 서초동 1327-7␟서초2동,장애인용 승강기,선인빌딩,서울 서초구 서초동 1327-7,서초2동,37.49540769,127.02782615,ok
장애인용 승강기␟성해빌딩␟서울 서초구 서초동 1362-19␟서초2동,장애인용 승강기,성해빌딩,서울 서초구 서초동 1362-19,서초2동,37.48505648,127.03233843,ok
장애인용 승강기␟세원빌딩␟서울 서초구 서초동 1366-5␟서초2동,장애인용 승강기,세원빌딩,서울 서초구 서초동 1366-5,서초2동,37.48499859,127.03314627,ok
장애인용 승강기␟소닉밸류빌딩␟서울 서초구 양재동 125-2␟양재1동,장애인용 승강기,소닉밸류빌딩,서울 서초구 양재동 125-2,양재1동,37.47668870,127.03815204,ok
장애인용 승강기␟솔라티움시티 강남␟서울 서초구 서초동 1327-34␟서초2동,장애인용 승강기,솔라티움시티 강남,서울 서초구 서초동 1327-34,서초2동,37.49438742,127.02768645,ok
장애인용 승강기␟송림빌딩␟서울 서초구 서초동 1330-14␟서초2동,장애인용 승강기,송림빌딩,서울 서초구 서초동 1330-14,서초2동,37.49348989,127.02859890,ok
장애인용 승강기␟수냐빌딩␟서울 서초구 양재동 3-15␟양재1동,장애인용 승강기,수냐빌딩,서울 서초구 양재동 3-15,양재1동,37.48256070,127.04230050,ok
장애인용 승강기␟수암빌딩␟서울 서초구 양재동 66-1␟양재1동,장애인용 승강기,수암빌딩,서울 서초구 양재동 66-1,양재1동,37.47905108,127.03752487,ok
장애인용 승강기␟스카이레이크인베스트먼트␟서울 서초구 양재동 3-13␟양재1동,장애인용 승강기,스카이레이크인베스트먼트,서울 서초구 양재동 3-13,양재1동,37.48323882,127.04196610,ok
장애인용 승강기␟스카이뷰빌딩␟서울 서초구 양재동 70␟양재1동,장애인용 승강기,스카이뷰빌딩,서울 서초구 양재동 70,양재1동,37.47705765,127.03647970,ok
장애인용 승강기␟승명빌딩␟서울 서초구 서초동 1365-1␟서초2동,장애인용 승강기,승명빌딩,서울 서초구 서초동 1365-1,서초2동,37.48461867,127.03033606,ok
장애인용 승강기␟시내산교회␟서울 서초구 서초동 1355-25␟서초2동,장애인용 승강기,시내산교회,서울 서초구 서초동 1355-25,서초2동,37.48453732,127.02812400,ok
장애인용 승강기␟신덕빌딩␟서울 서초구 서초동 1329-7␟서초2동,장애인용 승강기,신덕빌딩,서울 서초구 서초동 1329-7,서초2동,37.49350911,127.02920671,ok
